,HotelClass,AvgRating,PriceRangeLow,PriceRangeHigh,BBInnBinary,NumberRooms,LanguagesSpoken,TotalPhotos,DiningPhotos,PoolBeachPhotos,RoomSuitePhotos,TravelerPhotos,VideosPhotos,ReviewCount,ExcellentReviewCount,VeryGoodReviewCount,AverageReviewCount,PoorReviewCount,TerribleReviewCount,QACount,RoomTipCount,LocationRating,CleanlinessRating,ServiceRating,ValueRating,WalkerScore,RestaurantScore,AttractionsScore,DescriptionLengthWords,DescriptionSustainable,DescriptionRenewables,HotelStyleGreen,HotelStyleBusiness,HotelStyleModern,HotelStyleLuxury,CityViewRoomType,NonSmokingRoomType,SuitesRoomType,FamilyRoomType,OceanViewRoomType,PoolViewRoomType,BridalRoomType,AmenitiesSectionLength,AmenitiesBicycleRent,AmenitiesHighSpeedWiFi,AmenitiesRestaurant,AmenitiesPaidParking,AmenitiesFreeParking,AmenitiesFitness,AmenitiesBar,AmenitiesChildren,AmenitiesPets,AmenitiesSauna,AmenitiesHotTub,AmenitiesPool,AmenitiesCoffeeShop,AmenitiesSpecialDiet,AmenitiesBreakfast,AmenitiesBreakfastRoom,AmenitiesTaxi,AmenitiesAirport,AmenitiesBusiness,AmenitiesConference,AmenitiesBanquet,AmenitiesMeetingRooms,AmenitiesTerrace,AmenitiesBaggage,AmenitiesConcierge,AmenitiesCurrencyEx,AmenitiesNonSmoking,Amenities24Hours,AmenitiesSpecialCheck,AmenitiesDryCleaning,AmenitiesLaundry,AmenitiesFacialTreat,AmenitiesSpa,AmenitiesMassage,RoomFeatSectionLength,RoomFeatAllergyFree,RoomFeatFlatsceenTV,RoomFeatWalkInShower,RoomFeatHousekeeping,RoomFeatCoffeeTea,RoomFeatSoundproof,RoomFeatSafe,RoomFeatLaptopSafe,RoomFeatBalcony,RoomFeatRefrigerator,RoomFeatToiletries,RoomFeatHairdryer,RoomFeatFireplace,RoomFeatAirCon,RoomFeatMinibar,RoomFeatMicrowave,RoomFeatVIP,RoomFeatService,RoomFeatWakeUp,SpecialtBinary,GreenLeaderBinary,TravelersChoiceBinary,Percentile,EnglishReviewProportion,LocalReviewProportion
21088,3.0,3.5,34.0,75.0,0,39.0,2,341,0.0,0.0,117.0,140.0,0.0,549,102,265,129,34,19,20,54,45.0,40.0,40.0,40.0,100.0,159.0,46.0,131.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,33,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6230366492146597,0.4918032786885246,0.0
21091,3.0,4.0,43.0,81.0,0,48.0,5,458,0.0,0.0,155.0,195.0,0.0,756,316,312,93,17,18,21,42,45.0,45.0,45.0,45.0,100.0,57.0,34.0,169.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,380,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,139,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.8036649214659686,0.3756613756613756,0.0
21092,3.0,4.0,35.0,59.0,0,100.0,3,232,26.0,0.0,37.0,222.0,0.0,301,82,136,53,22,8,4,31,50.0,40.0,40.0,40.0,100.0,70.0,24.0,96.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,1,604,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,211,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.92,0.4983388704318937,0.1528239202657807
21105,4.0,4.0,53.0,96.0,0,91.0,4,496,0.0,0.0,256.0,131.0,0.0,284,79,143,38,18,6,15,14,40.0,40.0,45.0,45.0,99.0,111.0,24.0,36.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,328,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,133,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0.7172774869109948,0.3838028169014084,0.0
21107,3.0,4.5,48.0,81.0,0,130.0,3,428,45.0,0.0,128.0,373.0,0.0,563,252,248,52,9,2,53,59,40.0,45.0,45.0,45.0,85.0,50.0,7.0,103.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,292,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,77,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8089005235602094,0.5523978685612788,0.0
21109,4.0,4.5,77.0,151.0,0,80.0,6,968,58.0,0.0,363.0,665.0,0.0,1878,863,776,189,31,19,41,100,50.0,45.0,45.0,45.0,100.0,214.0,120.0,74.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,446,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,154,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.7958115183246073,0.5378061767838126,0.0
21110,3.0,1.5,37.0,69.0,1,15.0,5,120,4.0,0.0,50.0,120.0,0.0,147,1,7,15,28,96,0,7,40.0,20.0,15.0,20.0,100.0,237.0,60.0,165.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2578125,0.4013605442176871,0.0
21118,3.0,3.0,55.0,73.0,0,10.0,2,13,0.0,0.0,9.0,13.0,0.0,14,3,3,3,3,2,0,0,35.0,30.0,35.0,30.0,78.0,59.0,30.0,197.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3571428571428571,0.1428571428571428
21144,4.0,3.0,47.0,69.0,0,85.0,6,166,15.0,0.0,59.0,113.0,0.0,250,29,53,80,43,45,1,25,35.0,35.0,30.0,35.0,57.0,15.0,6.0,204.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,219,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,135,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.3036649214659686,0.432,0.0
21145,3.0,4.0,34.0,43.0,0,14.0,1,12,0.0,0.0,2.0,12.0,0.0,26,12,8,4,1,1,0,2,45.0,50.0,45.0,45.0,91.0,55.0,13.0,161.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6799999999999999,0.5384615384615384,0.4230769230769231
21147,3.0,4.5,35.0,102.0,0,146.0,1,63,8.0,0.0,30.0,63.0,0.0,36,16,18,1,0,1,1,1,45.0,45.0,45.0,45.0,100.0,174.0,67.0,147.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5549738219895288,0.5277777777777778,0.0
21153,4.0,4.5,43.0,63.0,0,37.0,1,87,5.0,6.0,0.0,65.0,0.0,100,76,21,3,0,0,3,5,50.0,50.0,50.0,45.0,47.0,11.0,2.0,48.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,290,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,52,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.5,0.33,0.58
21154,3.0,3.5,59.0,244.0,0,4.0,2,44,0.0,0.0,15.0,34.0,0.0,27,6,10,4,1,6,2,6,45.0,35.0,35.0,40.0,100.0,316.0,143.0,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6921221864951769,0.7407407407407407,0.0
21159,3.0,4.0,51.0,73.0,1,14.0,4,9,0.0,0.0,0.0,0.0,0.0,30,6,17,4,2,1,0,1,40.0,40.0,40.0,35.0,38.0,21.0,1.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0.2333333333333333,0.0
21173,3.0,3.0,50.0,118.0,0,26.0,4,32,8.0,0.0,9.0,32.0,0.0,29,4,11,5,5,4,1,0,45.0,40.0,40.0,45.0,83.0,22.0,7.0,149.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5952380952380952,0.3103448275862069,0.0
21175,3.0,3.0,51.0,656.0,0,100.0,4,47,5.0,0.0,24.0,47.0,0.0,110,13,20,36,15,26,0,8,35.0,35.0,30.0,35.0,46.0,15.0,6.0,165.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2460732984293193,0.4909090909090909,0.0
21182,4.0,5.0,101.0,164.0,0,80.0,4,2742,0.0,0.0,815.0,2330.0,0.0,6102,5127,871,89,11,4,163,100,45.0,50.0,50.0,50.0,100.0,93.0,26.0,79.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,418,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,152,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.9842931937172776,0.7713864306784661,0.0
21183,4.0,4.0,50.0,150.0,0,210.0,3,188,18.0,0.0,52.0,176.0,0.0,294,110,109,61,6,8,6,22,45.0,45.0,40.0,40.0,86.0,10.0,5.0,217.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,0,596,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,160,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0.88,0.3027210884353741,0.5
21185,4.0,4.0,53.0,75.0,1,12.0,1,8,0.0,0.0,0.0,0.0,0.0,19,7,8,2,2,0,0,0,45.0,45.0,45.0,45.0,66.0,14.0,4.0,143.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9047619047619048,0.3157894736842105,0.1578947368421052
21188,4.0,5.0,87.0,164.0,0,11.0,2,617,105.0,0.0,297.0,275.0,0.0,667,554,91,18,2,2,8,100,50.0,50.0,50.0,45.0,100.0,64.0,41.0,92.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,191,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,77,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8743455497382199,0.8320839580209896,0.0
21190,3.0,4.0,67.0,111.0,0,400.0,3,108,12.0,0.0,38.0,53.0,0.0,96,39,33,12,3,9,4,5,45.0,45.0,40.0,40.0,99.0,30.0,14.0,100.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,323,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.5994764397905759,0.4479166666666667,0.0
21195,3.0,4.0,44.0,85.0,0,16.0,6,9,0.0,0.0,0.0,0.0,0.0,11,2,6,3,0,0,0,0,45.0,40.0,40.0,40.0,87.0,24.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,309,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,89,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9395604395604396,0.2727272727272727,0.0
21200,3.0,4.5,73.0,141.0,0,56.0,3,478,0.0,0.0,219.0,219.0,0.0,535,295,191,35,8,6,18,31,50.0,45.0,45.0,45.0,100.0,440.0,142.0,40.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,212,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,105,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.8507853403141361,0.4373831775700935,0.0
21204,3.0,2.0,46.0,67.0,0,20.0,3,3,0.0,0.0,0.0,0.0,0.0,17,1,2,1,1,12,0,1,35.0,20.0,20.0,25.0,86.0,67.0,30.0,195.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4705882352941176,0.1764705882352941
21205,3.0,3.5,69.0,131.0,0,36.0,3,26,5.0,0.0,5.0,13.0,0.0,18,4,4,5,3,2,0,1,45.0,30.0,35.0,30.0,60.0,46.0,11.0,342.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,468,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,50,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.6428571428571428,0.2777777777777778,0.2222222222222222
21241,4.0,4.5,88.0,143.0,0,90.0,2,185,34.0,0.0,48.0,142.0,0.0,164,102,36,16,3,7,4,5,50.0,45.0,45.0,45.0,89.0,25.0,7.0,114.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,367,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,52,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.8571428571428572,0.298780487804878,0.3719512195121951
21249,3.0,4.5,49.0,84.0,1,31.0,1,44,10.0,0.0,8.0,16.0,0.0,32,18,10,2,0,2,0,1,50.0,40.0,40.0,40.0,66.0,14.0,4.0,151.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,232,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.9523809523809524,0.15625,0.34375
21253,4.0,3.5,52.0,56.0,0,57.0,3,47,12.0,0.0,16.0,23.0,0.0,50,8,16,14,6,6,0,3,40.0,40.0,35.0,35.0,81.0,18.0,8.0,184.0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,0,649,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,123,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.4705882352941176,0.38,0.22
21264,3.0,3.5,28.0,41.0,0,49.0,3,10,1.0,0.0,3.0,10.0,0.0,23,4,7,10,1,1,0,2,40.0,40.0,40.0,40.0,73.0,84.0,36.0,179.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4782608695652174,0.7391304347826086,0.0869565217391304
21268,3.0,2.0,27.0,50.0,0,35.0,1,68,2.0,0.0,19.0,65.0,0.0,216,6,25,56,49,80,3,15,40.0,25.0,25.0,30.0,98.0,99.0,19.0,59.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1701570680628272,0.3935185185185185,0.0
21285,4.0,3.5,56.0,96.0,0,32.0,3,62,18.0,3.0,0.0,62.0,0.0,64,17,15,20,9,3,0,2,35.0,35.0,35.0,35.0,88.0,15.0,4.0,211.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6956521739130435,0.28125,0.359375
21289,3.0,4.5,51.0,100.0,0,23.0,1,66,2.0,0.0,9.0,56.0,0.0,67,43,14,6,2,2,1,3,40.0,40.0,40.0,45.0,66.0,16.0,3.0,154.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,224,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1666666666666666,0.2537313432835821,0.582089552238806
21292,3.0,1.5,56.0,143.0,1,15.0,3,88,0.0,16.0,27.0,20.0,0.0,45,1,2,7,5,30,0,6,35.0,25.0,20.0,20.0,39.0,11.0,0.0,141.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,1,374,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,61,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.375,0.2888888888888888,0.4222222222222222
21295,3.0,5.0,89.0,159.0,0,5.0,1,165,4.0,0.0,36.0,108.0,0.0,519,486,33,0,0,0,2,40,50.0,50.0,50.0,50.0,100.0,257.0,134.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.9983922829581994,0.8439306358381503,0.0
21296,4.0,4.0,97.0,187.0,0,200.0,7,90,0.0,26.0,25.0,63.0,0.0,77,32,27,8,9,1,1,6,45.0,40.0,45.0,40.0,67.0,18.0,4.0,130.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,410,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.7931034482758621,0.2987012987012987,0.3896103896103896
21299,3.0,3.5,78.0,100.0,0,105.0,3,5,0.0,0.0,0.0,0.0,0.0,27,6,12,4,2,3,0,2,40.0,35.0,40.0,35.0,68.0,18.0,4.0,184.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6206896551724138,0.2222222222222222,0.5185185185185185
21300,3.0,3.5,54.0,65.0,0,19.0,3,113,8.0,0.0,36.0,31.0,0.0,32,10,10,7,2,3,1,3,40.0,35.0,40.0,30.0,64.0,45.0,7.0,168.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,373,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,130,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.6,0.40625,0.21875
21309,2.5,4.5,43.0,49.0,1,7.0,4,7,0.0,0.0,0.0,0.0,0.0,15,9,5,1,0,0,0,0,45.0,50.0,50.0,45.0,51.0,19.0,3.0,148.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,214,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.9,0.5333333333333333,0.3333333333333333
21310,3.0,4.5,85.0,451.0,0,30.0,3,1032,57.0,0.0,396.0,768.0,0.0,2170,1626,465,50,18,11,39,100,50.0,45.0,45.0,45.0,100.0,59.0,50.0,48.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,350,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,197,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.9581151832460733,0.7368663594470046,0.0
21313,4.0,4.0,38.0,82.0,0,54.0,2,126,12.0,0.0,8.0,107.0,0.0,69,33,24,5,4,3,4,13,45.0,50.0,45.0,40.0,95.0,25.0,18.0,81.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,194,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,67,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6178010471204188,0.5217391304347826,0.0
21324,3.0,4.0,24.0,132.0,0,16.0,2,206,1.0,0.0,51.0,163.0,0.0,215,112,51,29,10,13,5,25,50.0,40.0,40.0,40.0,100.0,344.0,115.0,232.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,96,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.6780104712041886,0.6744186046511628,0.0
21327,3.0,4.5,29.0,44.0,1,19.0,5,19,0.0,0.0,10.0,19.0,0.0,37,17,14,6,0,0,0,3,45.0,45.0,45.0,45.0,95.0,33.0,6.0,196.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9666666666666668,0.5135135135135135,0.1621621621621621
21331,2.5,4.5,21.0,64.0,0,30.0,2,349,6.0,0.0,111.0,263.0,0.0,408,288,82,21,3,14,9,36,50.0,45.0,45.0,45.0,100.0,359.0,124.0,70.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.9863344051446944,0.6225490196078431,0.0
21336,3.0,4.0,40.0,58.0,1,20.0,3,37,4.0,0.0,9.0,20.0,0.0,14,6,5,2,0,1,4,0,35.0,40.0,40.0,35.0,43.0,19.0,2.0,174.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,267,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.75390625,0.5,0.2142857142857142
21346,4.0,2.0,47.0,55.0,0,78.0,3,100,13.0,0.0,8.0,91.0,0.0,143,5,22,37,18,61,1,5,30.0,35.0,30.0,35.0,45.0,3089.0,1128.0,210.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,178,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1727748691099476,0.2447552447552447,0.0
21350,3.0,4.5,44.0,66.0,0,9.0,2,89,5.0,0.0,30.0,58.0,0.0,171,98,60,5,1,7,2,30,50.0,45.0,45.0,45.0,100.0,451.0,174.0,46.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,248,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,66,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.9445337620578778,0.631578947368421,0.0
21354,3.0,2.5,51.0,121.0,0,90.0,2,37,7.0,0.0,15.0,14.0,0.0,40,3,4,7,14,12,0,2,35.0,25.0,30.0,15.0,46.0,144.0,32.0,77.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,335,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.35,0.55
21363,3.0,3.5,37.0,72.0,1,208.0,1,94,0.0,11.0,26.0,57.0,0.0,83,14,34,25,10,0,8,3,45.0,35.0,35.0,40.0,89.0,25.0,7.0,181.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,197,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935483870967742,0.1686746987951807,0.3493975903614458
