,HotelClass,AvgRating,PriceRangeLow,PriceRangeHigh,BBInnBinary,NumberRooms,LanguagesSpoken,TotalPhotos,DiningPhotos,PoolBeachPhotos,RoomSuitePhotos,TravelerPhotos,VideosPhotos,ReviewCount,ExcellentReviewCount,VeryGoodReviewCount,AverageReviewCount,PoorReviewCount,TerribleReviewCount,QACount,RoomTipCount,LocationRating,CleanlinessRating,ServiceRating,ValueRating,WalkerScore,RestaurantScore,AttractionsScore,DescriptionLengthWords,DescriptionSustainable,DescriptionRenewables,HotelStyleGreen,HotelStyleBusiness,HotelStyleModern,HotelStyleLuxury,CityViewRoomType,NonSmokingRoomType,SuitesRoomType,FamilyRoomType,OceanViewRoomType,PoolViewRoomType,BridalRoomType,AmenitiesSectionLength,AmenitiesBicycleRent,AmenitiesHighSpeedWiFi,AmenitiesRestaurant,AmenitiesPaidParking,AmenitiesFreeParking,AmenitiesFitness,AmenitiesBar,AmenitiesChildren,AmenitiesPets,AmenitiesSauna,AmenitiesHotTub,AmenitiesPool,AmenitiesCoffeeShop,AmenitiesSpecialDiet,AmenitiesBreakfast,AmenitiesBreakfastRoom,AmenitiesTaxi,AmenitiesAirport,AmenitiesBusiness,AmenitiesConference,AmenitiesBanquet,AmenitiesMeetingRooms,AmenitiesTerrace,AmenitiesBaggage,AmenitiesConcierge,AmenitiesCurrencyEx,AmenitiesNonSmoking,Amenities24Hours,AmenitiesSpecialCheck,AmenitiesDryCleaning,AmenitiesLaundry,AmenitiesFacialTreat,AmenitiesSpa,AmenitiesMassage,RoomFeatSectionLength,RoomFeatAllergyFree,RoomFeatFlatsceenTV,RoomFeatWalkInShower,RoomFeatHousekeeping,RoomFeatCoffeeTea,RoomFeatSoundproof,RoomFeatSafe,RoomFeatLaptopSafe,RoomFeatBalcony,RoomFeatRefrigerator,RoomFeatToiletries,RoomFeatHairdryer,RoomFeatFireplace,RoomFeatAirCon,RoomFeatMinibar,RoomFeatMicrowave,RoomFeatVIP,RoomFeatService,RoomFeatWakeUp,SpecialtBinary,GreenLeaderBinary,TravelersChoiceBinary,Percentile,EnglishReviewProportion,LocalReviewProportion
69352,4.0,4.5,106.0,192.0,0,155.0,4,92,18.0,0.0,8.0,55.0,0.0,97,56,21,13,4,3,2,3,45.0,45.0,45.0,40.0,69.0,42.0,8.0,59.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,419,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.9285714285714286,0.2268041237113402,0.5051546391752577
69354,5.0,4.0,66.0,121.0,0,32.0,3,76,5.0,0.0,42.0,41.0,0.0,68,26,29,7,3,3,0,6,40.0,45.0,45.0,40.0,68.0,64.0,9.0,212.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,1,525,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,318,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0.75,0.5882352941176471,0.1323529411764706
69356,4.0,4.5,53.0,129.0,0,79.0,3,442,40.0,0.0,0.0,394.0,0.0,949,482,357,86,13,11,45,75,50.0,45.0,45.0,45.0,100.0,471.0,238.0,131.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,310,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,109,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.8184523809523809,0.565858798735511,0.0
69363,3.0,4.0,41.0,97.0,0,28.0,4,125,12.0,0.0,52.0,125.0,0.0,308,105,153,29,8,13,6,17,45.0,45.0,40.0,45.0,100.0,238.0,74.0,173.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6101190476190477,0.3766233766233766,0.0
69365,4.0,4.0,69.0,72.0,0,21.0,1,8,0.0,0.0,0.0,0.0,0.0,56,14,19,19,3,1,0,2,45.0,40.0,40.0,40.0,90.0,30.0,13.0,181.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8181818181818181,0.2857142857142857,0.0
69371,3.0,4.5,51.0,403.0,1,6.0,1,33,0.0,0.0,16.0,33.0,0.0,82,53,22,6,0,1,0,10,45.0,50.0,45.0,45.0,59.0,24.0,16.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,125,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8636363636363636,0.4512195121951219,0.1951219512195122
69383,3.0,4.5,49.0,62.0,1,35.0,3,20,0.0,0.0,2.0,20.0,0.0,34,17,10,7,0,0,0,1,40.0,40.0,45.0,40.0,49.0,11.0,1.0,59.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.2058823529411764,0.5294117647058824
69386,4.0,4.5,45.0,62.0,0,21.0,1,64,9.0,0.0,21.0,42.0,0.0,77,42,26,7,1,1,0,5,35.0,45.0,45.0,45.0,57.0,85.0,9.0,83.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,165,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,191,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0.6229508196721312,0.4415584415584415,0.1168831168831168
69387,3.0,4.0,29.0,51.0,1,9.0,1,75,31.0,0.0,30.0,10.0,0.0,12,5,3,4,0,0,0,1,35.0,40.0,40.0,40.0,59.0,26.0,19.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,204,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5,0.0
69389,4.0,4.5,67.0,167.0,0,80.0,2,1028,0.0,0.0,453.0,716.0,0.0,1763,999,555,153,40,16,35,100,40.0,45.0,45.0,45.0,100.0,171.0,62.0,93.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,326,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,167,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0.7157738095238095,0.7702779353374929,0.0
69391,3.0,4.0,45.0,48.0,1,29.0,4,48,13.0,0.0,1.0,48.0,0.0,56,26,20,6,1,3,1,3,45.0,45.0,40.0,45.0,95.0,45.0,23.0,138.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8933333333333333,0.3035714285714285,0.0
69397,3.0,3.5,56.0,77.0,0,15.0,4,32,7.0,0.0,7.0,32.0,0.0,49,14,19,8,4,4,0,6,45.0,40.0,40.0,40.0,73.0,21.0,2.0,139.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3877551020408163,0.1632653061224489
69399,4.0,4.5,66.0,189.0,0,40.0,1,428,0.0,0.0,131.0,267.0,7.0,236,139,56,29,9,4,5,19,45.0,50.0,45.0,40.0,100.0,146.0,85.0,61.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,357,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,74,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.7633928571428572,0.5569620253164557,0.160337552742616
69403,4.0,4.0,38.0,124.0,0,8.0,1,18,0.0,0.0,8.0,10.0,0.0,10,5,3,1,1,0,0,1,50.0,50.0,40.0,45.0,100.0,276.0,124.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,132,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0.8146687697160884,0.5,0.1
69407,3.0,3.5,44.0,65.0,0,56.0,3,46,4.0,0.0,10.0,21.0,0.0,89,19,30,22,8,10,0,4,35.0,40.0,40.0,40.0,87.0,22.0,6.0,56.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,453,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.28125,0.3146067415730337,0.1348314606741573
69413,3.0,2.0,43.0,51.0,1,6.0,4,13,0.0,0.0,6.0,13.0,0.0,8,0,2,0,2,4,0,0,35.0,35.0,25.0,25.0,67.0,61.0,19.0,57.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3103448275862068,0.125,0.375
69419,3.0,3.5,21.0,58.0,0,202.0,5,139,10.0,0.0,41.0,139.0,0.0,467,114,189,102,34,28,8,25,40.0,35.0,40.0,40.0,91.0,130.0,60.0,60.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5610119047619048,0.3940042826552462,0.0
69422,3.0,2.5,33.0,59.0,0,31.0,3,10,2.0,0.0,2.0,2.0,0.0,33,1,10,10,3,9,0,3,35.0,35.0,30.0,35.0,42.0,17.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,184,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907738095238095,0.2727272727272727,0.2424242424242424
69433,3.0,4.5,53.0,67.0,1,14.0,4,89,6.0,0.0,20.0,35.0,0.0,14,6,6,2,0,0,0,2,45.0,45.0,45.0,45.0,63.0,38.0,44.0,63.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,1,423,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.75,0.2857142857142857,0.2857142857142857
69435,3.0,4.5,53.0,63.0,1,13.0,3,19,0.0,0.0,0.0,0.0,0.0,19,10,7,1,1,0,0,0,40.0,50.0,45.0,40.0,80.0,17.0,13.0,53.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.2105263157894736,0.5263157894736842
69436,3.0,4.5,47.0,74.0,0,10.0,4,35,3.0,0.0,8.0,25.0,0.0,81,46,23,8,2,2,0,6,45.0,40.0,45.0,40.0,100.0,346.0,141.0,87.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9282334384858044,0.3209876543209876,0.0
69439,4.0,5.0,81.0,102.0,0,28.0,2,78,7.0,0.0,25.0,36.0,0.0,56,43,12,1,0,0,0,2,45.0,50.0,50.0,45.0,74.0,10.0,5.0,43.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,409,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,64,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.7704918032786885,0.3928571428571428,0.2142857142857142
69440,2.0,2.5,32.0,58.0,0,26.0,4,9,0.0,0.0,0.0,0.0,0.0,19,1,3,7,5,3,0,0,30.0,40.0,40.0,45.0,70.0,45.0,23.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892857142857143,0.1052631578947368,0.0
69441,4.0,4.0,48.0,73.0,0,15.0,5,41,2.0,0.0,0.0,29.0,0.0,139,47,61,22,5,4,1,22,40.0,45.0,45.0,45.0,86.0,38.0,10.0,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6065573770491803,0.5971223021582733,0.0863309352517985
69448,3.0,4.0,45.0,50.0,1,10.0,1,72,23.0,0.0,25.0,16.0,0.0,20,8,6,4,0,2,0,0,40.0,45.0,40.0,45.0,45.0,18.0,2.0,57.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7441860465116279,0.3,0.35
69449,3.0,4.0,23.0,60.0,0,58.0,4,117,17.0,0.0,62.0,26.0,0.0,33,7,14,10,1,1,4,0,35.0,40.0,40.0,35.0,84.0,127.0,42.0,191.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,275,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,164,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.5052631578947369,0.2727272727272727,0.1818181818181818
69451,2.0,3.5,19.0,60.0,0,15.0,1,56,0.0,0.0,14.0,40.0,0.0,141,29,51,31,15,15,1,2,45.0,40.0,35.0,40.0,100.0,231.0,71.0,24.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8399053627760252,0.475177304964539,0.0
69452,3.0,4.5,79.0,135.0,1,36.0,6,53,18.0,0.0,19.0,11.0,0.0,17,13,3,0,0,1,0,0,50.0,30.0,40.0,50.0,100.0,578.0,309.0,67.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,0,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,325,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0.8372641509433962,0.3529411764705882,0.0
69453,4.0,4.5,63.0,128.0,0,10.0,4,15,0.0,0.0,9.0,15.0,0.0,15,12,2,1,0,0,0,1,50.0,50.0,45.0,50.0,92.0,32.0,17.0,107.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9583333333333334,0.2666666666666666,0.0666666666666666
69457,4.0,4.0,26.0,73.0,0,27.0,1,271,32.0,0.0,96.0,207.0,0.0,443,148,183,63,29,20,15,31,30.0,40.0,40.0,40.0,75.0,56.0,23.0,231.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,237,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6026785714285714,0.3250564334085778,0.0
69460,4.0,3.5,63.0,66.0,0,288.0,2,81,1.0,0.0,35.0,81.0,0.0,77,17,23,19,8,10,1,7,45.0,35.0,35.0,35.0,39.0,10.0,1.0,153.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3376623376623376,0.2727272727272727
69471,3.0,4.0,37.0,68.0,0,147.0,1,124,10.0,0.0,39.0,124.0,0.0,95,37,31,14,7,6,4,1,40.0,45.0,45.0,45.0,56.0,49.0,9.0,164.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4345238095238095,0.0421052631578947,0.0
69480,4.0,4.0,61.0,76.0,1,27.0,3,37,9.0,0.0,16.0,4.0,0.0,18,6,7,3,2,0,0,0,40.0,45.0,45.0,40.0,45.0,20.0,6.0,20.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,177,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,86,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.75,0.3333333333333333,0.1111111111111111
69484,2.0,3.5,51.0,104.0,0,32.0,7,130,4.0,0.0,39.0,114.0,0.0,302,75,123,65,20,19,5,12,45.0,40.0,35.0,35.0,100.0,262.0,91.0,46.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5193452380952381,0.2814569536423841,0.0
69485,3.0,4.0,64.0,69.0,1,14.0,3,6,0.0,0.0,0.0,0.0,0.0,18,7,4,7,0,0,0,2,45.0,45.0,40.0,40.0,89.0,28.0,23.0,184.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428572,0.3888888888888889,0.3333333333333333
69491,3.0,4.0,32.0,125.0,0,26.0,5,144,21.0,0.0,37.0,144.0,0.0,242,120,76,28,6,12,5,14,50.0,45.0,45.0,45.0,100.0,624.0,382.0,65.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5639880952380952,0.4049586776859504,0.0
69497,3.0,4.0,35.0,109.0,0,25.0,2,73,5.0,0.0,26.0,41.0,0.0,87,40,28,6,3,10,5,7,40.0,45.0,35.0,45.0,100.0,166.0,69.0,89.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.8951104100946372,0.425287356321839,0.0
69506,3.0,4.0,33.0,88.0,0,39.0,5,51,1.0,0.0,16.0,27.0,0.0,134,40,54,26,8,6,12,4,40.0,40.0,40.0,40.0,99.0,152.0,89.0,60.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,331,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,140,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.4523809523809523,0.3582089552238806,0.0
69509,3.0,4.0,58.0,73.0,1,26.0,2,8,0.0,0.0,0.0,0.0,0.0,12,4,4,2,1,1,0,0,35.0,45.0,45.0,45.0,67.0,81.0,13.0,183.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4933333333333333,0.3333333333333333,0.0
69511,3.0,4.0,35.0,108.0,0,29.0,6,119,11.0,0.0,39.0,85.0,0.0,134,58,55,16,3,2,10,10,45.0,45.0,45.0,45.0,100.0,135.0,51.0,92.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,193,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,84,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.5997023809523809,0.3955223880597014,0.0
69521,3.0,4.0,31.0,50.0,0,16.0,4,13,0.0,0.0,7.0,13.0,0.0,53,18,20,8,4,3,1,1,35.0,40.0,40.0,40.0,37.0,64.0,4.0,66.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3735119047619047,0.3396226415094339,0.0
69527,3.0,5.0,46.0,68.0,0,6.0,4,10,0.0,0.0,0.0,0.0,0.0,11,11,0,0,0,0,0,0,40.0,50.0,45.0,50.0,76.0,17.0,6.0,67.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9142857142857144,0.2727272727272727,0.0
69530,4.0,4.5,31.0,106.0,0,38.0,3,236,20.0,0.0,38.0,195.0,0.0,647,404,193,40,5,5,13,15,45.0,50.0,45.0,45.0,100.0,303.0,114.0,46.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,367,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,142,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.8824404761904762,0.3894899536321484,0.0
69532,3.0,4.0,47.0,99.0,1,16.0,3,56,11.0,0.0,23.0,31.0,0.0,21,7,10,4,0,0,1,2,45.0,40.0,45.0,40.0,43.0,43.0,5.0,139.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,1,390,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,51,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.8823529411764706,0.1904761904761904,0.5714285714285714
69534,2.0,3.0,46.0,62.0,0,28.0,1,78,7.0,0.0,17.0,70.0,0.0,102,14,23,27,11,27,0,7,35.0,25.0,30.0,30.0,88.0,27.0,17.0,192.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,144,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1532738095238095,0.284313725490196,0.0
69536,3.0,4.0,45.0,72.0,1,5.0,3,42,0.0,0.0,11.0,42.0,0.0,14,7,3,2,2,0,1,0,45.0,45.0,35.0,45.0,94.0,45.0,30.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,102,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.1428571428571428,0.2142857142857142
69537,4.0,4.0,89.0,174.0,0,57.0,4,117,3.0,0.0,8.0,84.0,0.0,50,16,17,9,5,3,4,1,45.0,40.0,40.0,40.0,93.0,38.0,27.0,35.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,212,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,124,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.4736842105263158,0.12,0.06
69541,3.0,3.0,24.0,69.0,0,157.0,2,343,28.0,0.0,115.0,312.0,0.0,509,68,167,135,76,63,6,16,35.0,35.0,30.0,35.0,46.0,34.0,5.0,137.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,385,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3154761904761904,0.3477406679764244,0.0
